customer_id,product_id,product_name,interaction_type,interaction_date,rating
CUST0009,PROD006,Insurance,viewed,2024-11-22,1.0
CUST0009,PROD004,Home Loan,clicked,2023-10-19,2.5
CUST0009,PROD007,Fixed Deposit,applied,2024-09-21,3.5
CUST0009,PROD008,Car Loan,viewed,2024-06-18,1.5
CUST0010,PROD004,Home Loan,viewed,2023-01-15,1.5
CUST0010,PROD005,Investment Fund,applied,2023-01-02,3.5
CUST0010,PROD001,Savings Account,purchased,2023-04-13,5.0
CUST0010,PROD009,Debit Card,purchased,2023-12-14,5.0
CUST0010,PROD002,Credit Card,clicked,2023-06-05,2.5
CUST0010,PROD008,Car Loan,clicked,2024-05-09,2.0
CUST0010,PROD007,Fixed Deposit,viewed,2023-06-28,1.0
CUST0011,PROD002,Credit Card,clicked,2023-04-07,2.5
CUST0011,PROD009,Debit Card,purchased,2024-05-13,5.0
CUST0011,PROD006,Insurance,applied,2023-05-19,3.5
CUST0011,PROD003,Personal Loan,viewed,2023-04-22,1.0
CUST0012,PROD005,Investment Fund,clicked,2023-08-13,2.5
CUST0012,PROD009,Debit Card,applied,2024-05-31,3.0
CUST0012,PROD003,Personal Loan,applied,2023-10-25,3.0
CUST0012,PROD004,Home Loan,clicked,2023-01-12,2.0
CUST0012,PROD006,Insurance,clicked,2024-02-28,2.0
CUST0012,PROD007,Fixed Deposit,viewed,2023-05-07,1.0
CUST0012,PROD010,Business Loan,viewed,2023-05-12,1.0
CUST0013,PROD005,Investment Fund,viewed,2023-03-16,1.5
CUST0013,PROD007,Fixed Deposit,viewed,2024-04-15,1.0
CUST0013,PROD006,Insurance,purchased,2024-12-17,4.5
CUST0013,PROD008,Car Loan,clicked,2024-06-08,2.5
CUST0013,PROD009,Debit Card,viewed,2023-09-29,1.5
CUST0013,PROD001,Savings Account,clicked,2024-01-24,2.0
CUST0013,PROD003,Personal Loan,viewed,2024-12-27,1.0
CUST0013,PROD002,Credit Card,viewed,2023-02-13,1.0
CUST0013,PROD004,Home Loan,clicked,2024-08-23,2.5
CUST0013,PROD010,Business Loan,clicked,2023-07-18,2.5
CUST0014,PROD003,Personal Loan,clicked,2024-03-27,2.0
CUST0014,PROD001,Savings Account,viewed,2024-05-21,1.0
CUST0014,PROD009,Debit Card,purchased,2023-10-14,4.5
CUST0014,PROD008,Car Loan,applied,2024-01-10,3.0
CUST0014,PROD002,Credit Card,clicked,2024-11-06,2.5
CUST0014,PROD005,Investment Fund,purchased,2023-12-13,5.0
CUST0014,PROD010,Business Loan,viewed,2024-08-26,1.0
CUST0014,PROD004,Home Loan,clicked,2023-10-22,2.0
CUST0015,PROD003,Personal Loan,applied,2024-05-31,3.5
CUST0015,PROD008,Car Loan,viewed,2023-04-13,1.5
CUST0015,PROD006,Insurance,clicked,2024-05-03,1.5
CUST0015,PROD005,Investment Fund,viewed,2023-01-14,1.5
CUST0015,PROD010,Business Loan,clicked,2023-05-17,2.5
CUST0015,PROD001,Savings Account,applied,2023-10-23,3.5
CUST0015,PROD009,Debit Card,applied,2023-07-23,3.0
CUST0015,PROD004,Home Loan,viewed,2024-04-04,1.5
CUST0016,PROD003,Personal Loan,viewed,2024-02-17,1.5
CUST0016,PROD008,Car Loan,purchased,2023-04-24,5.0
CUST0016,PROD006,Insurance,purchased,2023-06-23,4.5
CUST0016,PROD009,Debit Card,viewed,2024-05-31,1.0
CUST0016,PROD001,Savings Account,applied,2023-09-22,2.5
CUST0016,PROD004,Home Loan,viewed,2024-09-13,1.0
CUST0016,PROD007,Fixed Deposit,applied,2024-11-19,3.0
CUST0016,PROD005,Investment Fund,clicked,2024-02-22,1.5
CUST0016,PROD002,Credit Card,clicked,2023-02-14,2.5
CUST0016,PROD010,Business Loan,clicked,2024-09-27,1.5
CUST0017,PROD003,Personal Loan,purchased,2023-11-21,5.0
CUST0017,PROD006,Insurance,applied,2024-12-04,3.5
CUST0017,PROD007,Fixed Deposit,clicked,2024-10-08,1.5
CUST0017,PROD008,Car Loan,applied,2024-04-11,3.0
CUST0017,PROD001,Savings Account,purchased,2023-05-05,5.0
CUST0017,PROD005,Investment Fund,viewed,2024-06-06,1.0
CUST0017,PROD009,Debit Card,viewed,2024-03-12,1.5
CUST0018,PROD001,Savings Account,clicked,2024-11-23,1.5
CUST0018,PROD010,Business Loan,viewed,2023-08-07,1.0
CUST0018,PROD005,Investment Fund,purchased,2024-04-02,5.0
CUST0018,PROD007,Fixed Deposit,purchased,2023-08-30,5.0
CUST0018,PROD008,Car Loan,clicked,2024-03-17,2.5
CUST0018,PROD009,Debit Card,viewed,2024-07-19,1.0
CUST0018,PROD003,Personal Loan,purchased,2023-07-31,5.0
CUST0019,PROD002,Credit Card,viewed,2023-07-13,1.5
CUST0019,PROD003,Personal Loan,clicked,2023-05-21,2.0
CUST0019,PROD009,Debit Card,viewed,2024-03-19,1.5
CUST0019,PROD008,Car Loan,purchased,2023-02-19,5.0
CUST0020,PROD008,Car Loan,viewed,2024-12-03,1.0
CUST0020,PROD003,Personal Loan,purchased,2024-01-07,5.0
CUST0020,PROD006,Insurance,clicked,2023-08-02,2.0
CUST0020,PROD004,Home Loan,purchased,2023-11-15,4.5
CUST0020,PROD010,Business Loan,applied,2024-10-02,2.5
CUST0020,PROD001,Savings Account,applied,2023-01-12,3.5
CUST0021,PROD008,Car Loan,clicked,2023-01-16,2.0
CUST0021,PROD010,Business Loan,purchased,2023-01-31,5.0
CUST0021,PROD003,Personal Loan,viewed,2024-09-29,1.0
CUST0021,PROD005,Investment Fund,viewed,2023-12-31,1.0
CUST0021,PROD002,Credit Card,viewed,2024-05-18,1.0
CUST0021,PROD001,Savings Account,purchased,2024-12-26,5.0
CUST0022,PROD007,Fixed Deposit,viewed,2024-12-22,1.0
CUST0022,PROD002,Credit Card,applied,2023-01-20,3.5
CUST0022,PROD003,Personal Loan,applied,2024-10-14,2.5
CUST0022,PROD005,Investment Fund,viewed,2024-07-30,1.5
CUST0022,PROD010,Business Loan,viewed,2023-02-15,1.5
CUST0022,PROD008,Car Loan,purchased,2023-12-08,5.0
CUST0022,PROD004,Home Loan,applied,2024-01-23,2.5
CUST0022,PROD009,Debit Card,applied,2024-04-29,3.5
CUST0023,PROD006,Insurance,purchased,2024-07-27,5.0
CUST0023,PROD003,Personal Loan,purchased,2023-12-02,5.0
CUST0023,PROD005,Investment Fund,clicked,2023-05-07,2.5
CUST0024,PROD002,Credit Card,viewed,2023-10-24,1.5
CUST0024,PROD007,Fixed Deposit,clicked,2023-09-14,2.0
CUST0024,PROD005,Investment Fund,viewed,2024-05-19,1.5
CUST0024,PROD010,Business Loan,viewed,2024-12-20,1.5
CUST0024,PROD004,Home Loan,viewed,2024-06-24,1.0
CUST0024,PROD008,Car Loan,clicked,2023-05-19,2.0
CUST0024,PROD009,Debit Card,clicked,2023-11-25,2.0
CUST0024,PROD001,Savings Account,viewed,2023-04-23,1.5
CUST0025,PROD005,Investment Fund,purchased,2024-09-23,5.0
CUST0025,PROD002,Credit Card,clicked,2023-09-21,2.0
CUST0025,PROD007,Fixed Deposit,purchased,2023-04-18,5.0
CUST0025,PROD009,Debit Card,applied,2024-09-21,3.0
CUST0025,PROD004,Home Loan,clicked,2023-01-17,2.0
CUST0025,PROD001,Savings Account,applied,2023-05-27,3.5
CUST0025,PROD010,Business Loan,clicked,2023-08-06,2.5
CUST0026,PROD010,Business Loan,purchased,2023-03-19,5.0
CUST0026,PROD009,Debit Card,viewed,2023-05-04,1.5
CUST0026,PROD007,Fixed Deposit,purchased,2023-12-31,5.0
CUST0026,PROD004,Home Loan,clicked,2023-10-09,2.0
CUST0026,PROD001,Savings Account,purchased,2023-10-29,5.0
CUST0027,PROD008,Car Loan,purchased,2024-11-22,5.0
CUST0027,PROD003,Personal Loan,purchased,2024-02-22,4.5
CUST0027,PROD004,Home Loan,viewed,2024-03-29,1.0
CUST0027,PROD010,Business Loan,clicked,2023-09-30,2.0
CUST0027,PROD007,Fixed Deposit,applied,2024-07-20,2.5
CUST0027,PROD001,Savings Account,applied,2024-07-18,2.5
CUST0027,PROD002,Credit Card,clicked,2023-08-30,2.5
CUST0027,PROD006,Insurance,purchased,2023-11-27,4.5
CUST0027,PROD009,Debit Card,applied,2024-07-26,3.5
CUST0028,PROD006,Insurance,viewed,2024-10-21,1.5
CUST0028,PROD002,Credit Card,applied,2023-06-12,3.0
CUST0028,PROD005,Investment Fund,purchased,2024-03-20,5.0
CUST0028,PROD001,Savings Account,applied,2023-07-31,2.5
CUST0028,PROD010,Business Loan,clicked,2023-12-19,2.5
CUST0028,PROD009,Debit Card,purchased,2024-11-19,5.0
CUST0029,PROD001,Savings Account,purchased,2024-03-18,4.5
CUST0029,PROD005,Investment Fund,viewed,2024-08-01,1.0
CUST0029,PROD009,Debit Card,purchased,2024-01-16,5.0
CUST0029,PROD003,Personal Loan,purchased,2024-01-29,5.0
CUST0029,PROD007,Fixed Deposit,purchased,2024-01-11,5.0
CUST0029,PROD010,Business Loan,purchased,2024-04-19,4.5
CUST0029,PROD006,Insurance,applied,2023-09-11,3.5
CUST0029,PROD004,Home Loan,purchased,2023-08-30,5.0
CUST0030,PROD010,Business Loan,purchased,2023-01-13,4.5
CUST0030,PROD008,Car Loan,clicked,2023-08-14,2.5
CUST0030,PROD002,Credit Card,applied,2024-08-22,2.5
CUST0031,PROD009,Debit Card,purchased,2024-11-06,5.0
CUST0031,PROD003,Personal Loan,purchased,2023-05-24,5.0
CUST0031,PROD005,Investment Fund,purchased,2023-04-05,4.5
CUST0031,PROD004,Home Loan,purchased,2023-10-21,4.5
CUST0031,PROD008,Car Loan,applied,2023-04-10,3.0
CUST0031,PROD002,Credit Card,viewed,2024-11-27,1.0
CUST0031,PROD010,Business Loan,clicked,2023-01-24,2.5
CUST0031,PROD001,Savings Account,clicked,2024-10-12,2.5
CUST0031,PROD006,Insurance,applied,2024-02-28,2.5
CUST0032,PROD007,Fixed Deposit,purchased,2024-11-30,5.0
CUST0032,PROD009,Debit Card,viewed,2024-05-08,1.0
CUST0032,PROD004,Home Loan,viewed,2023-05-19,1.5
CUST0032,PROD006,Insurance,viewed,2024-10-13,1.5
CUST0032,PROD002,Credit Card,clicked,2024-08-30,2.5
CUST0032,PROD008,Car Loan,purchased,2024-12-03,5.0
CUST0032,PROD001,Savings Account,applied,2024-01-12,3.5
CUST0032,PROD010,Business Loan,viewed,2024-12-20,1.5
CUST0032,PROD003,Personal Loan,purchased,2024-01-07,5.0
CUST0033,PROD003,Personal Loan,clicked,2024-03-21,2.5
CUST0033,PROD007,Fixed Deposit,viewed,2024-05-01,1.5
CUST0033,PROD005,Investment Fund,applied,2024-12-09,3.0
CUST0033,PROD002,Credit Card,viewed,2023-09-11,1.0
CUST0033,PROD004,Home Loan,clicked,2023-06-30,1.5
CUST0033,PROD010,Business Loan,viewed,2024-06-30,1.0
CUST0033,PROD001,Savings Account,purchased,2023-11-27,5.0
CUST0033,PROD009,Debit Card,purchased,2023-12-14,5.0
CUST0034,PROD004,Home Loan,applied,2023-11-16,2.5
CUST0034,PROD010,Business Loan,purchased,2023-09-02,4.5
CUST0034,PROD006,Insurance,purchased,2023-04-21,5.0
CUST0034,PROD008,Car Loan,purchased,2023-02-28,4.5
CUST0034,PROD005,Investment Fund,clicked,2024-03-11,1.5
CUST0034,PROD001,Savings Account,clicked,2024-10-01,2.0
CUST0034,PROD009,Debit Card,applied,2023-10-07,2.5
CUST0034,PROD007,Fixed Deposit,applied,2024-11-21,2.5
CUST0034,PROD003,Personal Loan,purchased,2023-01-29,5.0
CUST0034,PROD002,Credit Card,purchased,2024-10-29,5.0
CUST0035,PROD007,Fixed Deposit,clicked,2023-03-22,1.5
CUST0035,PROD006,Insurance,viewed,2024-07-01,1.5
CUST0035,PROD004,Home Loan,clicked,2023-02-09,1.5
CUST0035,PROD008,Car Loan,applied,2024-10-18,2.5
CUST0035,PROD001,Savings Account,clicked,2023-08-27,1.5
CUST0035,PROD009,Debit Card,applied,2024-05-21,3.5
CUST0035,PROD002,Credit Card,clicked,2023-03-05,2.0
CUST0036,PROD008,Car Loan,applied,2024-07-21,3.0
CUST0036,PROD002,Credit Card,clicked,2023-07-25,2.5
CUST0036,PROD004,Home Loan,purchased,2024-03-25,5.0
CUST0036,PROD001,Savings Account,clicked,2024-09-01,1.5
CUST0036,PROD005,Investment Fund,clicked,2023-06-20,2.5
CUST0037,PROD010,Business Loan,purchased,2024-07-13,4.5
CUST0037,PROD003,Personal Loan,applied,2024-08-30,2.5
CUST0037,PROD002,Credit Card,clicked,2024-11-27,1.5
CUST0037,PROD006,Insurance,applied,2024-04-30,3.5
CUST0037,PROD004,Home Loan,clicked,2024-10-13,2.5
CUST0037,PROD007,Fixed Deposit,purchased,2024-04-24,4.5
CUST0037,PROD008,Car Loan,clicked,2023-04-27,1.5
CUST0038,PROD008,Car Loan,viewed,2024-12-29,1.5
CUST0038,PROD005,Investment Fund,clicked,2024-08-27,2.0
CUST0038,PROD002,Credit Card,viewed,2024-10-26,1.0
CUST0038,PROD007,Fixed Deposit,viewed,2023-11-14,1.0
CUST0038,PROD001,Savings Account,viewed,2023-09-16,1.5
CUST0038,PROD009,Debit Card,viewed,2023-08-08,1.0
CUST0038,PROD003,Personal Loan,purchased,2023-12-04,5.0
CUST0038,PROD004,Home Loan,purchased,2023-08-02,5.0
CUST0038,PROD010,Business Loan,viewed,2023-11-07,1.5
CUST0038,PROD006,Insurance,clicked,2024-12-11,2.0
CUST0039,PROD005,Investment Fund,applied,2023-07-10,2.5
CUST0039,PROD002,Credit Card,purchased,2023-05-15,4.5
CUST0039,PROD009,Debit Card,applied,2023-07-07,3.5
CUST0039,PROD006,Insurance,applied,2023-02-18,3.0
CUST0039,PROD010,Business Loan,applied,2024-09-16,3.0
CUST0039,PROD008,Car Loan,applied,2024-10-26,3.0
CUST0039,PROD004,Home Loan,viewed,2024-12-01,1.0
CUST0040,PROD006,Insurance,clicked,2023-01-21,1.5
CUST0040,PROD001,Savings Account,viewed,2023-09-08,1.0
CUST0040,PROD009,Debit Card,applied,2023-04-19,3.0
CUST0041,PROD008,Car Loan,applied,2024-01-04,3.5
CUST0041,PROD004,Home Loan,clicked,2024-06-27,1.5
CUST0041,PROD002,Credit Card,clicked,2023-07-13,1.5
CUST0042,PROD009,Debit Card,viewed,2023-08-23,1.5
CUST0042,PROD008,Car Loan,viewed,2023-02-11,1.5
CUST0042,PROD004,Home Loan,clicked,2023-02-26,1.5
CUST0042,PROD005,Investment Fund,applied,2024-06-06,2.5
CUST0042,PROD003,Personal Loan,clicked,2024-07-09,1.5
CUST0043,PROD007,Fixed Deposit,clicked,2023-04-06,2.0
CUST0043,PROD006,Insurance,applied,2023-08-25,3.0
CUST0043,PROD010,Business Loan,purchased,2024-12-08,5.0
CUST0044,PROD003,Personal Loan,viewed,2024-08-31,1.5
CUST0044,PROD002,Credit Card,applied,2024-06-19,2.5
CUST0044,PROD010,Business Loan,clicked,2024-07-18,1.5
CUST0044,PROD005,Investment Fund,viewed,2024-03-19,1.5
CUST0044,PROD004,Home Loan,clicked,2023-02-08,1.5
CUST0044,PROD006,Insurance,viewed,2023-08-20,1.0
CUST0044,PROD001,Savings Account,applied,2023-07-18,2.5
CUST0044,PROD009,Debit Card,purchased,2024-06-01,5.0
CUST0044,PROD008,Car Loan,applied,2024-03-11,3.5
CUST0045,PROD009,Debit Card,applied,2024-12-07,3.5
CUST0045,PROD002,Credit Card,clicked,2023-10-28,2.0
CUST0045,PROD010,Business Loan,clicked,2023-12-16,2.5
CUST0045,PROD006,Insurance,viewed,2024-05-04,1.5
CUST0045,PROD007,Fixed Deposit,viewed,2024-02-05,1.0
CUST0046,PROD002,Credit Card,clicked,2023-08-24,1.5
CUST0046,PROD003,Personal Loan,clicked,2023-08-21,2.0
CUST0046,PROD001,Savings Account,applied,2024-07-05,3.5
CUST0046,PROD007,Fixed Deposit,purchased,2024-10-30,5.0
CUST0046,PROD008,Car Loan,clicked,2024-11-29,2.5
CUST0046,PROD005,Investment Fund,clicked,2024-05-02,2.5
CUST0046,PROD009,Debit Card,applied,2023-09-18,3.5
CUST0047,PROD006,Insurance,clicked,2023-06-13,2.0
CUST0047,PROD007,Fixed Deposit,purchased,2023-10-18,5.0
CUST0047,PROD010,Business Loan,purchased,2023-03-11,5.0
CUST0047,PROD008,Car Loan,viewed,2023-01-19,1.0
CUST0047,PROD005,Investment Fund,applied,2024-01-10,2.5
CUST0048,PROD008,Car Loan,purchased,2023-07-31,5.0
CUST0048,PROD004,Home Loan,viewed,2024-03-13,1.0
CUST0048,PROD009,Debit Card,purchased,2023-08-22,4.5
CUST0048,PROD003,Personal Loan,clicked,2024-04-15,1.5
CUST0048,PROD001,Savings Account,viewed,2023-12-21,1.0
CUST0048,PROD010,Business Loan,viewed,2024-11-08,1.0
CUST0048,PROD006,Insurance,applied,2023-11-19,2.5
CUST0049,PROD008,Car Loan,clicked,2023-01-15,2.5
CUST0049,PROD003,Personal Loan,clicked,2024-03-14,2.0
CUST0049,PROD004,Home Loan,applied,2023-08-11,2.5
CUST0049,PROD007,Fixed Deposit,applied,2024-03-10,3.5
CUST0049,PROD001,Savings Account,applied,2024-05-30,2.5
CUST0049,PROD006,Insurance,applied,2023-08-17,3.0
CUST0050,PROD008,Car Loan,clicked,2023-03-18,2.5
CUST0050,PROD010,Business Loan,viewed,2024-01-06,1.0
CUST0050,PROD006,Insurance,viewed,2024-07-27,1.5
CUST0050,PROD005,Investment Fund,clicked,2023-08-14,1.5
CUST0050,PROD002,Credit Card,purchased,2023-04-16,5.0
CUST0050,PROD001,Savings Account,purchased,2024-12-14,5.0
CUST0050,PROD007,Fixed Deposit,clicked,2023-11-20,2.0
CUST0050,PROD003,Personal Loan,purchased,2024-03-21,4.5
CUST0050,PROD009,Debit Card,purchased,2023-07-01,5.0
CUST0051,PROD001,Savings Account,purchased,2024-05-06,5.0
CUST0051,PROD003,Personal Loan,applied,2023-04-12,3.5
CUST0051,PROD008,Car Loan,purchased,2023-05-10,4.5
CUST0051,PROD009,Debit Card,clicked,2023-10-25,1.5
CUST0051,PROD006,Insurance,clicked,2024-08-07,2.0
CUST0052,PROD010,Business Loan,purchased,2024-04-25,5.0
CUST0052,PROD009,Debit Card,applied,2024-10-12,3.0
CUST0052,PROD007,Fixed Deposit,viewed,2024-07-28,1.0
CUST0052,PROD005,Investment Fund,applied,2024-05-01,3.5
CUST0052,PROD008,Car Loan,purchased,2024-01-03,4.5
CUST0052,PROD001,Savings Account,applied,2024-07-01,2.5
CUST0052,PROD004,Home Loan,viewed,2023-02-10,1.5
CUST0052,PROD003,Personal Loan,clicked,2023-01-22,2.5
CUST0053,PROD010,Business Loan,applied,2024-09-22,3.5
CUST0053,PROD002,Credit Card,purchased,2023-04-23,4.5
CUST0053,PROD001,Savings Account,applied,2024-07-22,2.5
CUST0053,PROD007,Fixed Deposit,purchased,2024-05-09,5.0
CUST0053,PROD006,Insurance,clicked,2024-01-25,2.5
CUST0053,PROD004,Home Loan,clicked,2024-01-20,2.5
CUST0053,PROD005,Investment Fund,viewed,2024-06-11,1.0
CUST0053,PROD003,Personal Loan,purchased,2023-09-16,4.5
CUST0053,PROD009,Debit Card,viewed,2023-12-29,1.0
CUST0054,PROD001,Savings Account,purchased,2024-07-15,5.0
CUST0054,PROD007,Fixed Deposit,viewed,2024-09-26,1.0
CUST0054,PROD002,Credit Card,viewed,2023-11-24,1.0
CUST0054,PROD004,Home Loan,clicked,2023-02-05,1.5
CUST0054,PROD005,Investment Fund,clicked,2023-05-30,1.5
CUST0054,PROD008,Car Loan,applied,2024-03-13,3.5
CUST0055,PROD010,Business Loan,purchased,2024-02-21,4.5
CUST0055,PROD004,Home Loan,viewed,2024-08-16,1.0
CUST0055,PROD006,Insurance,purchased,2023-02-18,4.5
CUST0055,PROD007,Fixed Deposit,applied,2024-02-02,3.5
CUST0055,PROD002,Credit Card,clicked,2024-08-14,2.5
CUST0056,PROD008,Car Loan,clicked,2024-04-25,1.5
CUST0056,PROD010,Business Loan,clicked,2023-02-09,2.0
CUST0056,PROD007,Fixed Deposit,clicked,2024-04-10,1.5
CUST0056,PROD004,Home Loan,purchased,2023-07-10,5.0
CUST0056,PROD006,Insurance,applied,2023-03-01,3.5
CUST0056,PROD009,Debit Card,clicked,2024-10-03,2.0
CUST0056,PROD003,Personal Loan,purchased,2023-02-01,5.0
CUST0056,PROD001,Savings Account,viewed,2024-08-01,1.5
CUST0056,PROD002,Credit Card,viewed,2024-11-14,1.0
CUST0057,PROD001,Savings Account,clicked,2023-06-11,2.5
CUST0057,PROD010,Business Loan,viewed,2023-07-09,1.5
CUST0057,PROD008,Car Loan,applied,2023-06-08,3.5
CUST0057,PROD007,Fixed Deposit,clicked,2024-08-28,2.5
CUST0058,PROD008,Car Loan,clicked,2024-10-13,2.0
CUST0058,PROD003,Personal Loan,applied,2023-11-12,3.0
CUST0058,PROD009,Debit Card,clicked,2023-05-25,2.0
CUST0059,PROD003,Personal Loan,applied,2023-11-04,3.5
CUST0059,PROD006,Insurance,purchased,2023-07-14,4.5
CUST0059,PROD009,Debit Card,viewed,2023-04-16,1.0
CUST0059,PROD004,Home Loan,purchased,2024-06-26,5.0
CUST0059,PROD007,Fixed Deposit,clicked,2024-09-05,1.5
CUST0059,PROD008,Car Loan,viewed,2024-02-25,1.5
CUST0059,PROD001,Savings Account,viewed,2024-10-29,1.0
CUST0059,PROD002,Credit Card,applied,2024-08-13,3.5
CUST0060,PROD005,Investment Fund,viewed,2023-03-26,1.5
CUST0060,PROD001,Savings Account,viewed,2024-10-01,1.5
CUST0060,PROD002,Credit Card,purchased,2024-02-18,5.0
CUST0060,PROD006,Insurance,purchased,2023-12-23,5.0
CUST0060,PROD009,Debit Card,viewed,2024-08-17,1.5
CUST0060,PROD008,Car Loan,viewed,2024-11-10,1.0
CUST0061,PROD005,Investment Fund,purchased,2023-05-19,5.0
CUST0061,PROD007,Fixed Deposit,viewed,2024-04-10,1.5
CUST0061,PROD006,Insurance,clicked,2024-05-12,2.0
CUST0062,PROD010,Business Loan,clicked,2023-08-04,2.5
CUST0062,PROD005,Investment Fund,applied,2024-02-09,3.5
CUST0062,PROD003,Personal Loan,viewed,2024-08-04,1.0
CUST0063,PROD002,Credit Card,purchased,2023-10-15,4.5
CUST0063,PROD005,Investment Fund,applied,2024-03-15,3.0
CUST0063,PROD009,Debit Card,viewed,2023-04-08,1.5
CUST0063,PROD008,Car Loan,applied,2023-05-14,3.5
CUST0064,PROD006,Insurance,clicked,2024-06-14,2.0
CUST0064,PROD004,Home Loan,clicked,2023-05-26,2.0
CUST0064,PROD010,Business Loan,clicked,2024-03-04,2.0
CUST0064,PROD002,Credit Card,purchased,2023-01-25,5.0
CUST0064,PROD005,Investment Fund,clicked,2023-10-26,2.0
CUST0064,PROD007,Fixed Deposit,purchased,2023-07-10,5.0
CUST0064,PROD008,Car Loan,viewed,2023-09-03,1.0
CUST0064,PROD009,Debit Card,viewed,2023-10-24,1.0
CUST0064,PROD001,Savings Account,purchased,2023-04-29,4.5
CUST0064,PROD003,Personal Loan,purchased,2024-08-23,4.5
CUST0065,PROD002,Credit Card,purchased,2023-05-07,5.0
CUST0065,PROD005,Investment Fund,clicked,2023-05-04,2.5
CUST0065,PROD004,Home Loan,clicked,2023-11-01,1.5
CUST0065,PROD006,Insurance,purchased,2023-06-03,5.0
CUST0065,PROD010,Business Loan,applied,2024-01-19,2.5
CUST0065,PROD001,Savings Account,purchased,2023-02-10,5.0
CUST0065,PROD009,Debit Card,clicked,2023-08-23,1.5
CUST0065,PROD008,Car Loan,viewed,2024-01-13,1.0
CUST0065,PROD003,Personal Loan,purchased,2024-12-26,5.0
CUST0066,PROD007,Fixed Deposit,viewed,2024-08-06,1.0
CUST0066,PROD009,Debit Card,applied,2023-09-20,3.0
CUST0066,PROD008,Car Loan,purchased,2023-01-25,4.5
CUST0066,PROD005,Investment Fund,viewed,2023-01-12,1.0
CUST0067,PROD004,Home Loan,clicked,2023-07-22,2.0
CUST0067,PROD007,Fixed Deposit,viewed,2023-07-11,1.5
CUST0067,PROD003,Personal Loan,clicked,2024-08-13,1.5
CUST0067,PROD002,Credit Card,viewed,2023-04-28,1.0
CUST0067,PROD010,Business Loan,purchased,2023-08-02,5.0
